,害蟲名稱,縣市,鄉鎮,年度,月份,旬,平均值,ID,date,St
274,斜紋夜蛾,彰化縣,大城鄉,2014,7,3,20.3,C0G840,2014-07-21,C0G840
275,斜紋夜蛾,新竹縣,竹北市,2014,7,3,15.3,467571,2014-07-21,467571
276,斜紋夜蛾,新北市,蘆洲區,2014,7,3,28.0,C0ACA0,2014-07-21,C0ACA0
277,斜紋夜蛾,雲林縣,褒忠鄉,2014,7,3,9.0,C0K250,2014-07-21,C0K250
278,斜紋夜蛾,高雄市,岡山區,2014,7,3,5.0,C0V670,2014-07-21,C0V670
279,斜紋夜蛾,苗栗縣,後龍鎮,2014,7,3,19.3,C0E750,2014-07-21,C0E750
280,斜紋夜蛾,花蓮縣,新秀地區,2014,7,3,46.3,466990,2014-07-21,466990
281,斜紋夜蛾,花蓮縣,吉安鄉,2014,7,3,9.0,466990,2014-07-21,466990
282,斜紋夜蛾,宜蘭縣,三星地區,2014,7,3,44.0,C1U660,2014-07-21,C1U660
283,斜紋夜蛾,台南市,官田區,2014,7,3,13.0,C0O900,2014-07-21,C0O900
284,斜紋夜蛾,台中市,霧峰區,2014,7,3,61.7,C1F9B1,2014-07-21,C1F9B1
285,斜紋夜蛾,台中市,龍井區,2014,7,3,11.0,467770,2014-07-21,467770
286,斜紋夜蛾,台中市,大甲區,2014,7,3,0.3,C0F930,2014-07-21,C0F930
287,斜紋夜蛾,彰化縣,福興鄉,2014,7,2,19.3,C0G640,2014-07-11,C0G640
288,斜紋夜蛾,彰化縣,田尾鄉,2014,7,2,8.3,C0G840,2014-07-11,C0G840
289,斜紋夜蛾,彰化縣,大城鄉,2014,7,2,71.7,C0G840,2014-07-11,C0G840
290,斜紋夜蛾,新竹縣,竹北市,2014,7,2,11.3,467571,2014-07-11,467571
291,斜紋夜蛾,新北市,蘆洲區,2014,7,2,30.0,C0ACA0,2014-07-11,C0ACA0
292,斜紋夜蛾,雲林縣,褒忠鄉,2014,7,2,1.0,C0K250,2014-07-11,C0K250
293,斜紋夜蛾,高雄市,岡山區,2014,7,2,5.3,C0V670,2014-07-11,C0V670
294,斜紋夜蛾,苗栗縣,後龍鎮,2014,7,2,39.3,C0E750,2014-07-11,C0E750
295,斜紋夜蛾,花蓮縣,新秀地區,2014,7,2,45.7,466990,2014-07-11,466990
296,斜紋夜蛾,花蓮縣,吉安鄉,2014,7,2,8.3,466990,2014-07-11,466990
297,斜紋夜蛾,宜蘭縣,三星地區,2014,7,2,41.3,C1U660,2014-07-11,C1U660
298,斜紋夜蛾,台南市,官田區,2014,7,2,28.0,C0O900,2014-07-11,C0O900
299,斜紋夜蛾,台中市,霧峰區,2014,7,2,52.3,C1F9B1,2014-07-11,C1F9B1
300,斜紋夜蛾,台中市,龍井區,2014,7,2,208.0,467770,2014-07-11,467770
301,斜紋夜蛾,台中市,大甲區,2014,7,2,0.7,C0F930,2014-07-11,C0F930
302,斜紋夜蛾,彰化縣,福興鄉,2014,7,1,17.0,C0G640,2014-07-01,C0G640
303,斜紋夜蛾,彰化縣,田尾鄉,2014,7,1,10.0,C0G840,2014-07-01,C0G840
304,斜紋夜蛾,彰化縣,大城鄉,2014,7,1,50.0,C0G840,2014-07-01,C0G840
305,斜紋夜蛾,新竹縣,竹北市,2014,7,1,18.0,467571,2014-07-01,467571
306,斜紋夜蛾,新北市,蘆洲區,2014,7,1,21.7,C0ACA0,2014-07-01,C0ACA0
307,斜紋夜蛾,雲林縣,褒忠鄉,2014,7,1,1.7,C0K250,2014-07-01,C0K250
308,斜紋夜蛾,高雄市,岡山區,2014,7,1,6.7,C0V670,2014-07-01,C0V670
309,斜紋夜蛾,苗栗縣,後龍鎮,2014,7,1,39.7,C0E750,2014-07-01,C0E750
310,斜紋夜蛾,花蓮縣,新秀地區,2014,7,1,48.7,466990,2014-07-01,466990
311,斜紋夜蛾,花蓮縣,吉安鄉,2014,7,1,7.7,466990,2014-07-01,466990
312,斜紋夜蛾,宜蘭縣,三星地區,2014,7,1,40.7,C1U660,2014-07-01,C1U660
313,斜紋夜蛾,台南市,官田區,2014,7,1,158.7,C0O900,2014-07-01,C0O900
314,斜紋夜蛾,台中市,霧峰區,2014,7,1,41.3,C1F9B1,2014-07-01,C1F9B1
315,斜紋夜蛾,台中市,龍井區,2014,7,1,460.0,467770,2014-07-01,467770
316,斜紋夜蛾,台中市,大甲區,2014,7,1,0.3,C0F930,2014-07-01,C0F930
317,斜紋夜蛾,彰化縣,福興鄉,2014,6,3,0.0,C0G640,2014-06-21,C0G640
318,斜紋夜蛾,彰化縣,田尾鄉,2014,6,3,0.0,C0G840,2014-06-21,C0G840
319,斜紋夜蛾,彰化縣,大城鄉,2014,6,3,0.0,C0G840,2014-06-21,C0G840
320,斜紋夜蛾,新竹縣,竹北市,2014,6,3,0.0,467571,2014-06-21,467571
321,斜紋夜蛾,新北市,蘆洲區,2014,6,3,0.0,C0ACA0,2014-06-21,C0ACA0
322,斜紋夜蛾,雲林縣,褒忠鄉,2014,6,3,0.0,C0K250,2014-06-21,C0K250
323,斜紋夜蛾,高雄市,岡山區,2014,6,3,0.0,C0V670,2014-06-21,C0V670
324,斜紋夜蛾,苗栗縣,後龍鎮,2014,6,3,0.0,C0E750,2014-06-21,C0E750
325,斜紋夜蛾,花蓮縣,新秀地區,2014,6,3,0.0,466990,2014-06-21,466990
326,斜紋夜蛾,花蓮縣,吉安鄉,2014,6,3,0.0,466990,2014-06-21,466990
327,斜紋夜蛾,宜蘭縣,三星地區,2014,6,3,0.0,C1U660,2014-06-21,C1U660
328,斜紋夜蛾,台南市,官田區,2014,6,3,0.0,C0O900,2014-06-21,C0O900
329,斜紋夜蛾,台中市,霧峰區,2014,6,3,0.0,C1F9B1,2014-06-21,C1F9B1
330,斜紋夜蛾,台中市,龍井區,2014,6,3,0.0,467770,2014-06-21,467770
331,斜紋夜蛾,台中市,大甲區,2014,6,3,0.0,C0F930,2014-06-21,C0F930
332,斜紋夜蛾,彰化縣,福興鄉,2014,6,2,0.0,C0G640,2014-06-11,C0G640
333,斜紋夜蛾,彰化縣,大城鄉,2014,6,2,0.0,C0G840,2014-06-11,C0G840
334,斜紋夜蛾,新竹縣,竹北市,2014,6,2,0.0,467571,2014-06-11,467571
335,斜紋夜蛾,新北市,蘆洲區,2014,6,2,0.0,C0ACA0,2014-06-11,C0ACA0
336,斜紋夜蛾,雲林縣,褒忠鄉,2014,6,2,0.0,C0K250,2014-06-11,C0K250
337,斜紋夜蛾,高雄市,岡山區,2014,6,2,0.0,C0V670,2014-06-11,C0V670
338,斜紋夜蛾,苗栗縣,後龍鎮,2014,6,2,0.0,C0E750,2014-06-11,C0E750
339,斜紋夜蛾,花蓮縣,新秀地區,2014,6,2,0.0,466990,2014-06-11,466990
340,斜紋夜蛾,花蓮縣,吉安鄉,2014,6,2,0.0,466990,2014-06-11,466990
341,斜紋夜蛾,宜蘭縣,三星地區,2014,6,2,0.0,C1U660,2014-06-11,C1U660
342,斜紋夜蛾,台南市,官田區,2014,6,2,0.0,C0O900,2014-06-11,C0O900
343,斜紋夜蛾,台中市,霧峰區,2014,6,2,0.0,C1F9B1,2014-06-11,C1F9B1
344,斜紋夜蛾,台中市,龍井區,2014,6,2,0.0,467770,2014-06-11,467770
345,斜紋夜蛾,台中市,大甲區,2014,6,2,0.0,C0F930,2014-06-11,C0F930
346,斜紋夜蛾,彰化縣,福興鄉,2014,6,1,24.7,C0G640,2014-06-01,C0G640
347,斜紋夜蛾,彰化縣,大城鄉,2014,6,1,102.7,C0G840,2014-06-01,C0G840
348,斜紋夜蛾,新竹縣,竹北市,2014,6,1,11.3,467571,2014-06-01,467571
349,斜紋夜蛾,新北市,蘆洲區,2014,6,1,11.3,C0ACA0,2014-06-01,C0ACA0
350,斜紋夜蛾,雲林縣,褒忠鄉,2014,6,1,11.3,C0K250,2014-06-01,C0K250
351,斜紋夜蛾,高雄市,岡山區,2014,6,1,6.0,C0V670,2014-06-01,C0V670
352,斜紋夜蛾,苗栗縣,後龍鎮,2014,6,1,30.7,C0E750,2014-06-01,C0E750
353,斜紋夜蛾,花蓮縣,新秀地區,2014,6,1,44.3,466990,2014-06-01,466990
354,斜紋夜蛾,花蓮縣,吉安鄉,2014,6,1,5.7,466990,2014-06-01,466990
355,斜紋夜蛾,宜蘭縣,三星地區,2014,6,1,16.3,C1U660,2014-06-01,C1U660
356,斜紋夜蛾,台南市,官田區,2014,6,1,111.3,C0O900,2014-06-01,C0O900
357,斜紋夜蛾,台中市,霧峰區,2014,6,1,27.3,C1F9B1,2014-06-01,C1F9B1
358,斜紋夜蛾,台中市,龍井區,2014,6,1,320.0,467770,2014-06-01,467770
359,斜紋夜蛾,台中市,大甲區,2014,6,1,0.7,C0F930,2014-06-01,C0F930
360,斜紋夜蛾,彰化縣,福興鄉,2014,5,3,0.0,C0G640,2014-05-21,C0G640
361,斜紋夜蛾,彰化縣,田尾鄉,2014,5,3,0.0,C0G840,2014-05-21,C0G840
362,斜紋夜蛾,彰化縣,大城鄉,2014,5,3,0.0,C0G840,2014-05-21,C0G840
363,斜紋夜蛾,新竹縣,竹北市,2014,5,3,0.0,467571,2014-05-21,467571
364,斜紋夜蛾,新北市,蘆洲區,2014,5,3,0.0,C0ACA0,2014-05-21,C0ACA0
365,斜紋夜蛾,雲林縣,褒忠鄉,2014,5,3,0.0,C0K250,2014-05-21,C0K250
366,斜紋夜蛾,高雄市,岡山區,2014,5,3,0.0,C0V670,2014-05-21,C0V670
367,斜紋夜蛾,苗栗縣,後龍鎮,2014,5,3,0.0,C0E750,2014-05-21,C0E750
368,斜紋夜蛾,花蓮縣,新秀地區,2014,5,3,0.0,466990,2014-05-21,466990
369,斜紋夜蛾,花蓮縣,吉安鄉,2014,5,3,0.0,466990,2014-05-21,466990
370,斜紋夜蛾,宜蘭縣,三星地區,2014,5,3,0.0,C1U660,2014-05-21,C1U660
371,斜紋夜蛾,台南市,官田區,2014,5,3,0.0,C0O900,2014-05-21,C0O900
372,斜紋夜蛾,台中市,霧峰區,2014,5,3,0.0,C1F9B1,2014-05-21,C1F9B1
373,斜紋夜蛾,台中市,龍井區,2014,5,3,0.0,467770,2014-05-21,467770
374,斜紋夜蛾,台中市,大甲區,2014,5,3,0.0,C0F930,2014-05-21,C0F930
375,斜紋夜蛾,彰化縣,福興鄉,2014,5,2,17.67,C0G640,2014-05-11,C0G640
376,斜紋夜蛾,彰化縣,田尾鄉,2014,5,2,10.0,C0G840,2014-05-11,C0G840
377,斜紋夜蛾,彰化縣,大城鄉,2014,5,2,21.0,C0G840,2014-05-11,C0G840
378,斜紋夜蛾,新竹縣,竹北市,2014,5,2,7.33,467571,2014-05-11,467571
379,斜紋夜蛾,新北市,蘆洲區,2014,5,2,5.33,C0ACA0,2014-05-11,C0ACA0
380,斜紋夜蛾,雲林縣,褒忠鄉,2014,5,2,12.0,C0K250,2014-05-11,C0K250
381,斜紋夜蛾,高雄市,岡山區,2014,5,2,3.67,C0V670,2014-05-11,C0V670
382,斜紋夜蛾,苗栗縣,後龍鎮,2014,5,2,15.33,C0E750,2014-05-11,C0E750
383,斜紋夜蛾,花蓮縣,新秀地區,2014,5,2,41.6666666666667,466990,2014-05-11,466990
384,斜紋夜蛾,花蓮縣,吉安鄉,2014,5,2,5.33333333333333,466990,2014-05-11,466990
385,斜紋夜蛾,宜蘭縣,三星地區,2014,5,2,6.0,C1U660,2014-05-11,C1U660
386,斜紋夜蛾,台南市,官田區,2014,5,2,193.0,C0O900,2014-05-11,C0O900
387,斜紋夜蛾,台中市,霧峰區,2014,5,2,51.67,C1F9B1,2014-05-11,C1F9B1
388,斜紋夜蛾,台中市,大甲區,2014,5,2,1.67,C0F930,2014-05-11,C0F930
389,斜紋夜蛾,彰化縣,福興鄉,2014,5,1,2.67,C0G640,2014-05-01,C0G640
390,斜紋夜蛾,彰化縣,田尾鄉,2014,5,1,15.0,C0G840,2014-05-01,C0G840
391,斜紋夜蛾,彰化縣,大城鄉,2014,5,1,33.33,C0G840,2014-05-01,C0G840
392,斜紋夜蛾,新竹縣,竹北市,2014,5,1,5.67,467571,2014-05-01,467571
393,斜紋夜蛾,新北市,蘆洲區,2014,5,1,12.0,C0ACA0,2014-05-01,C0ACA0
394,斜紋夜蛾,雲林縣,褒忠鄉,2014,5,1,9.33,C0K250,2014-05-01,C0K250
395,斜紋夜蛾,高雄市,岡山區,2014,5,1,4.33,C0V670,2014-05-01,C0V670
396,斜紋夜蛾,苗栗縣,後龍鎮,2014,5,1,9.0,C0E750,2014-05-01,C0E750
397,斜紋夜蛾,花蓮縣,新秀地區,2014,5,1,37.6666666666667,466990,2014-05-01,466990
398,斜紋夜蛾,花蓮縣,吉安鄉,2014,5,1,6.66666666666667,466990,2014-05-01,466990
399,斜紋夜蛾,宜蘭縣,三星地區,2014,5,1,5.33,C1U660,2014-05-01,C1U660
400,斜紋夜蛾,台南市,官田區,2014,5,1,17.33,C0O900,2014-05-01,C0O900
401,斜紋夜蛾,台中市,龍井區,2014,5,1,180.67,467770,2014-05-01,467770
402,斜紋夜蛾,台中市,大甲區,2014,5,1,1.0,C0F930,2014-05-01,C0F930
403,斜紋夜蛾,彰化縣,福興鄉,2014,4,3,5.0,C0G640,2014-04-21,C0G640
404,斜紋夜蛾,彰化縣,田尾鄉,2014,4,3,13.33,C0G840,2014-04-21,C0G840
405,斜紋夜蛾,彰化縣,大城鄉,2014,4,3,29.67,C0G840,2014-04-21,C0G840
406,斜紋夜蛾,新竹縣,竹北市,2014,4,3,5.67,467571,2014-04-21,467571
407,斜紋夜蛾,新北市,蘆洲區,2014,4,3,3.0,C0ACA0,2014-04-21,C0ACA0
408,斜紋夜蛾,雲林縣,褒忠鄉,2014,4,3,7.33,C0K250,2014-04-21,C0K250
409,斜紋夜蛾,高雄市,岡山區,2014,4,3,3.67,C0V670,2014-04-21,C0V670
410,斜紋夜蛾,苗栗縣,後龍鎮,2014,4,3,8.0,C0E750,2014-04-21,C0E750
411,斜紋夜蛾,宜蘭縣,三星地區,2014,4,3,8.67,C1U660,2014-04-21,C1U660
412,斜紋夜蛾,台南市,官田區,2014,4,3,2.0,C0O900,2014-04-21,C0O900
413,斜紋夜蛾,台中市,霧峰區,2014,4,3,69.0,C1F9B1,2014-04-21,C1F9B1
414,斜紋夜蛾,台中市,龍井區,2014,4,3,9.0,467770,2014-04-21,467770
415,斜紋夜蛾,台中市,大甲區,2014,4,3,0.33,C0F930,2014-04-21,C0F930
416,斜紋夜蛾,彰化縣,福興鄉,2014,4,2,3.67,C0G640,2014-04-11,C0G640
417,斜紋夜蛾,彰化縣,田尾鄉,2014,4,2,8.33,C0G840,2014-04-11,C0G840
418,斜紋夜蛾,彰化縣,大城鄉,2014,4,2,28.67,C0G840,2014-04-11,C0G840
419,斜紋夜蛾,新竹縣,竹北市,2014,4,2,5.33,467571,2014-04-11,467571
420,斜紋夜蛾,新北市,蘆洲區,2014,4,2,10.33,C0ACA0,2014-04-11,C0ACA0
421,斜紋夜蛾,雲林縣,褒忠鄉,2014,4,2,10.0,C0K250,2014-04-11,C0K250
422,斜紋夜蛾,高雄市,岡山區,2014,4,2,3.0,C0V670,2014-04-11,C0V670
423,斜紋夜蛾,苗栗縣,後龍鎮,2014,4,2,5.67,C0E750,2014-04-11,C0E750
424,斜紋夜蛾,宜蘭縣,三星地區,2014,4,2,5.33,C1U660,2014-04-11,C1U660
425,斜紋夜蛾,台南市,官田區,2014,4,2,7.0,C0O900,2014-04-11,C0O900
426,斜紋夜蛾,台中市,霧峰區,2014,4,2,61.0,C1F9B1,2014-04-11,C1F9B1
427,斜紋夜蛾,台中市,龍井區,2014,4,2,9.67,467770,2014-04-11,467770
428,斜紋夜蛾,台中市,大甲區,2014,4,2,1.0,C0F930,2014-04-11,C0F930
429,斜紋夜蛾,彰化縣,福興鄉,2014,4,1,3.67,C0G640,2014-04-01,C0G640
430,斜紋夜蛾,彰化縣,田尾鄉,2014,4,1,8.33,C0G840,2014-04-01,C0G840
431,斜紋夜蛾,彰化縣,大城鄉,2014,4,1,27.0,C0G840,2014-04-01,C0G840
432,斜紋夜蛾,新竹縣,竹北市,2014,4,1,5.67,467571,2014-04-01,467571
433,斜紋夜蛾,新北市,蘆洲區,2014,4,1,8.33,C0ACA0,2014-04-01,C0ACA0
434,斜紋夜蛾,雲林縣,褒忠鄉,2014,4,1,10.0,C0K250,2014-04-01,C0K250
435,斜紋夜蛾,高雄市,岡山區,2014,4,1,5.33,C0V670,2014-04-01,C0V670
436,斜紋夜蛾,苗栗縣,後龍鎮,2014,4,1,6.0,C0E750,2014-04-01,C0E750
437,斜紋夜蛾,宜蘭縣,三星地區,2014,4,1,5.67,C1U660,2014-04-01,C1U660
438,斜紋夜蛾,台南市,官田區,2014,4,1,4.33,C0O900,2014-04-01,C0O900
439,斜紋夜蛾,台中市,霧峰區,2014,4,1,73.33,C1F9B1,2014-04-01,C1F9B1
440,斜紋夜蛾,台中市,龍井區,2014,4,1,15.0,467770,2014-04-01,467770
441,斜紋夜蛾,台中市,大甲區,2014,4,1,0.0,C0F930,2014-04-01,C0F930
442,斜紋夜蛾,彰化縣,福興鄉,2014,3,3,5.67,C0G640,2014-03-21,C0G640
443,斜紋夜蛾,彰化縣,田尾鄉,2014,3,3,8.33,C0G840,2014-03-21,C0G840
444,斜紋夜蛾,彰化縣,大城鄉,2014,3,3,24.67,C0G840,2014-03-21,C0G840
445,斜紋夜蛾,新竹縣,竹北市,2014,3,3,5.67,467571,2014-03-21,467571
446,斜紋夜蛾,新北市,蘆洲區,2014,3,3,2.0,C0ACA0,2014-03-21,C0ACA0
447,斜紋夜蛾,雲林縣,褒忠鄉,2014,3,3,3.67,C0K250,2014-03-21,C0K250
448,斜紋夜蛾,高雄市,岡山區,2014,3,3,4.67,C0V670,2014-03-21,C0V670
449,斜紋夜蛾,苗栗縣,後龍鎮,2014,3,3,6.0,C0E750,2014-03-21,C0E750
450,斜紋夜蛾,花蓮縣,新秀地區,2014,3,3,21.33,466990,2014-03-21,466990
451,斜紋夜蛾,花蓮縣,吉安鄉,2014,3,3,7.33,466990,2014-03-21,466990
452,斜紋夜蛾,台南市,官田區,2014,3,3,11.67,C0O900,2014-03-21,C0O900
453,斜紋夜蛾,台中市,霧峰區,2014,3,3,71.67,C1F9B1,2014-03-21,C1F9B1
454,斜紋夜蛾,台中市,龍井區,2014,3,3,6.0,467770,2014-03-21,467770
455,斜紋夜蛾,台中市,大甲區,2014,3,3,1.67,C0F930,2014-03-21,C0F930
456,斜紋夜蛾,彰化縣,福興鄉,2014,3,2,7.33,C0G640,2014-03-11,C0G640
457,斜紋夜蛾,彰化縣,田尾鄉,2014,3,2,5.0,C0G840,2014-03-11,C0G840
458,斜紋夜蛾,彰化縣,大城鄉,2014,3,2,14.67,C0G840,2014-03-11,C0G840
459,斜紋夜蛾,新竹縣,竹北市,2014,3,2,2.67,467571,2014-03-11,467571
460,斜紋夜蛾,新北市,蘆洲區,2014,3,2,4.0,C0ACA0,2014-03-11,C0ACA0
461,斜紋夜蛾,雲林縣,褒忠鄉,2014,3,2,3.67,C0K250,2014-03-11,C0K250
462,斜紋夜蛾,高雄市,岡山區,2014,3,2,3.67,C0V670,2014-03-11,C0V670
463,斜紋夜蛾,苗栗縣,後龍鎮,2014,3,2,5.67,C0E750,2014-03-11,C0E750
464,斜紋夜蛾,花蓮縣,新秀地區,2014,3,2,19.0,466990,2014-03-11,466990
465,斜紋夜蛾,花蓮縣,吉安鄉,2014,3,2,6.67,466990,2014-03-11,466990
466,斜紋夜蛾,台南市,官田區,2014,3,2,10.33,C0O900,2014-03-11,C0O900
467,斜紋夜蛾,台中市,霧峰區,2014,3,2,65.33,C1F9B1,2014-03-11,C1F9B1
468,斜紋夜蛾,台中市,龍井區,2014,3,2,7.0,467770,2014-03-11,467770
469,斜紋夜蛾,台中市,大甲區,2014,3,2,1.0,C0F930,2014-03-11,C0F930
470,斜紋夜蛾,彰化縣,福興鄉,2014,3,1,17.67,C0G640,2014-03-01,C0G640
471,斜紋夜蛾,彰化縣,田尾鄉,2014,3,1,6.67,C0G840,2014-03-01,C0G840
472,斜紋夜蛾,彰化縣,大城鄉,2014,3,1,12.33,C0G840,2014-03-01,C0G840
473,斜紋夜蛾,新竹縣,竹北市,2014,3,1,2.67,467571,2014-03-01,467571
474,斜紋夜蛾,新北市,蘆洲區,2014,3,1,3.0,C0ACA0,2014-03-01,C0ACA0
475,斜紋夜蛾,雲林縣,褒忠鄉,2014,3,1,4.67,C0K250,2014-03-01,C0K250
476,斜紋夜蛾,高雄市,岡山區,2014,3,1,2.33,C0V670,2014-03-01,C0V670
477,斜紋夜蛾,苗栗縣,後龍鎮,2014,3,1,5.0,C0E750,2014-03-01,C0E750
478,斜紋夜蛾,花蓮縣,新秀地區,2014,3,1,15.67,466990,2014-03-01,466990
479,斜紋夜蛾,花蓮縣,吉安鄉,2014,3,1,6.33,466990,2014-03-01,466990
480,斜紋夜蛾,台南市,官田區,2014,3,1,5.0,C0O900,2014-03-01,C0O900
481,斜紋夜蛾,台中市,霧峰區,2014,3,1,72.33,C1F9B1,2014-03-01,C1F9B1
482,斜紋夜蛾,台中市,龍井區,2014,3,1,3.0,467770,2014-03-01,467770
483,斜紋夜蛾,台中市,大甲區,2014,3,1,1.0,C0F930,2014-03-01,C0F930
484,斜紋夜蛾,彰化縣,福興鄉,2014,2,3,19.0,C0G640,2014-02-21,C0G640
485,斜紋夜蛾,彰化縣,大城鄉,2014,2,3,8.0,C0G840,2014-02-21,C0G840
486,斜紋夜蛾,新竹縣,竹北市,2014,2,3,3.0,467571,2014-02-21,467571
487,斜紋夜蛾,新北市,蘆洲區,2014,2,3,2.0,C0ACA0,2014-02-21,C0ACA0
488,斜紋夜蛾,雲林縣,褒忠鄉,2014,2,3,4.3,C0K250,2014-02-21,C0K250
489,斜紋夜蛾,高雄市,岡山區,2014,2,3,4.0,C0V670,2014-02-21,C0V670
490,斜紋夜蛾,苗栗縣,後龍鎮,2014,2,3,4.7,C0E750,2014-02-21,C0E750
491,斜紋夜蛾,花蓮縣,新秀地區,2014,2,3,14.3,466990,2014-02-21,466990
492,斜紋夜蛾,花蓮縣,吉安鄉,2014,2,3,8.7,466990,2014-02-21,466990
493,斜紋夜蛾,台南市,官田區,2014,2,3,11.3,C0O900,2014-02-21,C0O900
494,斜紋夜蛾,台中市,霧峰區,2014,2,3,61.0,C1F9B1,2014-02-21,C1F9B1
495,斜紋夜蛾,台中市,龍井區,2014,2,3,5.0,467770,2014-02-21,467770
496,斜紋夜蛾,台中市,大甲區,2014,2,3,0.7,C0F930,2014-02-21,C0F930
497,斜紋夜蛾,彰化縣,福興鄉,2014,2,2,9.0,C0G640,2014-02-11,C0G640
498,斜紋夜蛾,彰化縣,田尾鄉,2014,2,2,1.7,C0G840,2014-02-11,C0G840
499,斜紋夜蛾,彰化縣,大城鄉,2014,2,2,10.3,C0G840,2014-02-11,C0G840
500,斜紋夜蛾,新竹縣,竹北市,2014,2,2,4.0,467571,2014-02-11,467571
501,斜紋夜蛾,新北市,蘆洲區,2014,2,2,4.0,C0ACA0,2014-02-11,C0ACA0
502,斜紋夜蛾,雲林縣,褒忠鄉,2014,2,2,5.3,C0K250,2014-02-11,C0K250
503,斜紋夜蛾,高雄市,岡山區,2014,2,2,4.3,C0V670,2014-02-11,C0V670
504,斜紋夜蛾,苗栗縣,後龍鎮,2014,2,2,3.7,C0E750,2014-02-11,C0E750
505,斜紋夜蛾,花蓮縣,新秀地區,2014,2,2,2.7,466990,2014-02-11,466990
506,斜紋夜蛾,花蓮縣,吉安鄉,2014,2,2,8.7,466990,2014-02-11,466990
507,斜紋夜蛾,台南市,官田區,2014,2,2,5.3,C0O900,2014-02-11,C0O900
508,斜紋夜蛾,台中市,霧峰區,2014,2,2,70.7,C1F9B1,2014-02-11,C1F9B1
509,斜紋夜蛾,台中市,龍井區,2014,2,2,2.3,467770,2014-02-11,467770
510,斜紋夜蛾,台中市,大甲區,2014,2,2,0.7,C0F930,2014-02-11,C0F930
511,斜紋夜蛾,彰化縣,福興鄉,2014,2,1,4.7,C0G640,2014-02-01,C0G640
512,斜紋夜蛾,彰化縣,田尾鄉,2014,2,1,5.0,C0G840,2014-02-01,C0G840
513,斜紋夜蛾,彰化縣,大城鄉,2014,2,1,14.0,C0G840,2014-02-01,C0G840
514,斜紋夜蛾,新竹縣,竹北市,2014,2,1,6.7,467571,2014-02-01,467571
515,斜紋夜蛾,新北市,蘆洲區,2014,2,1,4.7,C0ACA0,2014-02-01,C0ACA0
516,斜紋夜蛾,雲林縣,褒忠鄉,2014,2,1,2.7,C0K250,2014-02-01,C0K250
517,斜紋夜蛾,高雄市,岡山區,2014,2,1,6.7,C0V670,2014-02-01,C0V670
518,斜紋夜蛾,苗栗縣,後龍鎮,2014,2,1,4.3,C0E750,2014-02-01,C0E750
519,斜紋夜蛾,花蓮縣,新秀地區,2014,2,1,13.0,466990,2014-02-01,466990
520,斜紋夜蛾,花蓮縣,吉安鄉,2014,2,1,8.0,466990,2014-02-01,466990
521,斜紋夜蛾,台南市,官田區,2014,2,1,5.7,C0O900,2014-02-01,C0O900
522,斜紋夜蛾,台中市,霧峰區,2014,2,1,65.0,C1F9B1,2014-02-01,C1F9B1
523,斜紋夜蛾,台中市,龍井區,2014,2,1,2.0,467770,2014-02-01,467770
524,斜紋夜蛾,台中市,大甲區,2014,2,1,0.0,C0F930,2014-02-01,C0F930
525,斜紋夜蛾,彰化縣,福興鄉,2014,1,3,5.3,C0G640,2014-01-21,C0G640
526,斜紋夜蛾,彰化縣,大城鄉,2014,1,3,20.0,C0G840,2014-01-21,C0G840
527,斜紋夜蛾,新竹縣,竹北市,2014,1,3,4.7,467571,2014-01-21,467571
528,斜紋夜蛾,新北市,蘆洲區,2014,1,3,11.3,C0ACA0,2014-01-21,C0ACA0
529,斜紋夜蛾,雲林縣,褒忠鄉,2014,1,3,5.7,C0K250,2014-01-21,C0K250
530,斜紋夜蛾,高雄市,岡山區,2014,1,3,4.3,C0V670,2014-01-21,C0V670
531,斜紋夜蛾,苗栗縣,後龍鎮,2014,1,3,3.3,C0E750,2014-01-21,C0E750
532,斜紋夜蛾,花蓮縣,新秀地區,2014,1,3,8.7,466990,2014-01-21,466990
533,斜紋夜蛾,花蓮縣,吉安鄉,2014,1,3,8.7,466990,2014-01-21,466990
534,斜紋夜蛾,台南市,官田區,2014,1,3,6.7,C0O900,2014-01-21,C0O900
535,斜紋夜蛾,台中市,龍井區,2014,1,3,0.7,467770,2014-01-21,467770
536,斜紋夜蛾,台中市,大甲區,2014,1,3,0.7,C0F930,2014-01-21,C0F930
537,斜紋夜蛾,彰化縣,福興鄉,2014,1,2,10.3,C0G640,2014-01-11,C0G640
538,斜紋夜蛾,彰化縣,田尾鄉,2014,1,2,5.0,C0G840,2014-01-11,C0G840
539,斜紋夜蛾,彰化縣,大城鄉,2014,1,2,19.0,C0G840,2014-01-11,C0G840
540,斜紋夜蛾,新竹縣,竹北市,2014,1,2,5.7,467571,2014-01-11,467571
541,斜紋夜蛾,新北市,蘆洲區,2014,1,2,16.7,C0ACA0,2014-01-11,C0ACA0
542,斜紋夜蛾,雲林縣,褒忠鄉,2014,1,2,0.0,C0K250,2014-01-11,C0K250
543,斜紋夜蛾,高雄市,岡山區,2014,1,2,8.3,C0V670,2014-01-11,C0V670
544,斜紋夜蛾,苗栗縣,後龍鎮,2014,1,2,2.0,C0E750,2014-01-11,C0E750
545,斜紋夜蛾,花蓮縣,新秀地區,2014,1,2,10.7,466990,2014-01-11,466990
546,斜紋夜蛾,花蓮縣,吉安鄉,2014,1,2,7.3,466990,2014-01-11,466990
